_line,_fivetran_synced,order_id,order_date,hour,category,item_name,price,quantity,discount,total_amount,branch,payment_method,order_type,customer_id,rating,is_weekend
884,2026-04-13T20:12:46.482Z,885,2022-03-15,10,محاشي,محشي باذنجان,105.83,2,0,211.65,الإسكندرية,Card,Takeaway,89995,3,0
885,2026-04-13T20:12:46.482Z,886,2025-06-25,19,مقبلات,طحينة,40.15,4,0.1,144.54,القاهرة,Card,Takeaway,95721,3,0
886,2026-04-13T20:12:46.482Z,887,2022-02-10,13,محاشي,محشي ورق عنب,85.43,4,0.1,307.55,القاهرة,Card,Dine-in,9984,5,0
887,2026-04-13T20:12:46.482Z,888,2024-03-21,15,طواجن,طاجن فراخ,131.53,5,0.1,591.88,المنصورة,Card,Dine-in,115892,3,0
888,2026-04-13T20:12:46.482Z,889,2023-04-08,15,مشروبات,عصير قصب,52.29,3,0,156.87,القاهرة,Card,Delivery,42672,4,1
889,2026-04-13T20:12:46.482Z,890,2021-03-05,14,مقبلات,بابا غنوج,45.03,4,0.1,162.1,الإسكندرية,Cash,Takeaway,11964,3,1
890,2026-04-13T20:12:46.482Z,891,2023-03-02,22,مشروبات,شاي,27.96,4,0.1,100.67,القاهرة,Wallet,Dine-in,58966,3,0
891,2026-04-13T20:12:46.482Z,892,2021-06-19,19,مقبلات,بابا غنوج,49.38,3,0,148.14,الجيزة,Card,Takeaway,103522,3,1
892,2026-04-13T20:12:46.482Z,893,2020-06-05,16,مشويات,كباب,154.67,3,0,464.02,الجيزة,Cash,Delivery,196885,4,1
893,2026-04-13T20:12:46.482Z,894,2022-12-09,17,مشويات,كباب,145.57,2,0,291.14,الجيزة,Cash,Takeaway,100427,3,1
894,2026-04-13T20:12:46.482Z,895,2025-06-21,12,مشروبات,عصير قصب,43.17,5,0.1,194.25,الإسكندرية,Cash,Delivery,38662,4,1
895,2026-04-13T20:12:46.482Z,896,2022-08-05,11,طواجن,طاجن فراخ,154.06,2,0,308.12,المنصورة,Wallet,Delivery,93488,3,1
896,2026-04-13T20:12:46.482Z,897,2020-07-02,17,مشويات,كفتة,155.38,3,0,466.15,الجيزة,Cash,Takeaway,25431,4,0
897,2026-04-13T20:12:46.482Z,898,2023-05-02,16,مقبلات,بابا غنوج,41.03,3,0,123.1,أسيوط,Cash,Dine-in,54756,3,0
898,2026-04-13T20:12:46.482Z,899,2024-06-03,11,مقبلات,طحينة,43.62,1,0,43.62,القاهرة,Cash,Dine-in,80616,5,0
899,2026-04-13T20:12:46.482Z,900,2020-10-18,18,محاشي,محشي ورق عنب,99.88,7,0.1,629.23,الجيزة,Wallet,Delivery,182914,4,1
900,2026-04-13T20:12:46.482Z,901,2023-02-26,15,مشويات,شيش طاووق,157.91,3,0,473.74,الجيزة,Card,Delivery,52752,5,1
901,2026-04-13T20:12:46.482Z,902,2025-02-25,23,طواجن,طاجن فراخ,138.63,2,0,277.26,القاهرة,Cash,Takeaway,80052,3,0
902,2026-04-13T20:12:46.482Z,903,2025-02-09,16,محاشي,محشي كوسة,81.43,3,0,244.29,القاهرة,Cash,Takeaway,9833,4,1
903,2026-04-13T20:12:46.482Z,904,2021-05-14,21,مشروبات,عصير مانجو,36.58,4,0.1,131.69,القاهرة,Cash,Takeaway,42651,4,1
904,2026-04-13T20:12:46.482Z,905,2021-08-25,16,محاشي,محشي كوسة,67.5,2,0,135,أسيوط,Cash,Dine-in,42139,2,0
905,2026-04-13T20:12:46.482Z,906,2022-02-16,17,مشويات,كباب,145.83,1,0,145.83,الجيزة,Cash,Dine-in,50070,3,0
906,2026-04-13T20:12:46.482Z,907,2021-04-12,23,مشويات,كفتة,158.28,5,0.1,712.27,الجيزة,Cash,Delivery,176300,3,0
907,2026-04-13T20:12:46.482Z,908,2022-01-12,17,مقبلات,طحينة,67.66,2,0,135.32,الإسكندرية,Cash,Dine-in,82200,4,0
908,2026-04-13T20:12:46.482Z,909,2023-08-31,17,مشروبات,عصير قصب,29.16,1,0,29.16,المنصورة,Cash,Delivery,197553,4,0
909,2026-04-13T20:12:46.482Z,910,2021-06-24,21,محاشي,محشي ورق عنب,80.86,5,0.1,363.85,الإسكندرية,Wallet,Delivery,29925,4,0
910,2026-04-13T20:12:46.482Z,911,2023-10-02,15,مشويات,كباب,151.53,5,0.1,681.87,الإسكندرية,Cash,Delivery,122206,3,0
911,2026-04-13T20:12:46.482Z,912,2025-01-09,10,مقبلات,بابا غنوج,57.04,3,0,171.13,القاهرة,Card,Delivery,67223,3,0
912,2026-04-13T20:12:46.482Z,913,2020-02-15,19,طواجن,طاجن فراخ,85.33,4,0.1,307.2,الجيزة,Cash,Dine-in,189427,4,1
913,2026-04-13T20:12:46.482Z,914,2021-12-02,18,محاشي,محشي ورق عنب,65.19,4,0.1,234.7,الجيزة,Wallet,Dine-in,7999,3,0
914,2026-04-13T20:12:46.482Z,915,2024-05-08,10,طواجن,طاجن فراخ,143.55,2,0,287.1,الجيزة,Cash,Dine-in,189534,4,0
915,2026-04-13T20:12:46.482Z,916,2023-04-07,20,مشروبات,عصير مانجو,36.12,7,0.1,227.55,الإسكندرية,Card,Dine-in,40927,4,1
916,2026-04-13T20:12:46.482Z,917,2020-08-12,19,محاشي,محشي ورق عنب,78.71,2,0,157.41,المنصورة,Wallet,Delivery,128033,3,0
917,2026-04-13T20:12:46.482Z,918,2021-02-27,13,مشويات,كباب,166.13,4,0.1,598.07,الجيزة,Wallet,Delivery,163482,4,1
918,2026-04-13T20:12:46.482Z,919,2025-12-03,17,مقبلات,طحينة,33.86,4,0.1,121.91,القاهرة,Cash,Takeaway,95042,3,0
919,2026-04-13T20:12:46.482Z,920,2025-02-15,10,طواجن,طاجن فراخ,129.98,6,0.1,701.91,الجيزة,Cash,Takeaway,6673,4,1
920,2026-04-13T20:12:46.482Z,921,2024-04-05,20,طواجن,طاجن بامية,137.92,3,0,413.76,القاهرة,Cash,Takeaway,111191,4,1
921,2026-04-13T20:12:46.482Z,922,2024-01-23,20,مشويات,كباب,138.52,3,0,415.56,القاهرة,Cash,Delivery,64205,4,0
922,2026-04-13T20:12:46.482Z,923,2023-02-11,10,مشويات,كفتة,147.8,2,0,295.6,القاهرة,Cash,Takeaway,29827,4,1
923,2026-04-13T20:12:46.482Z,924,2023-11-07,15,مشويات,كباب,144.49,3,0,433.46,القاهرة,Cash,Dine-in,126285,4,0
924,2026-04-13T20:12:46.482Z,925,2020-09-05,21,طواجن,طاجن ملوخية,127.47,3,0,382.42,الجيزة,Cash,Takeaway,167354,4,1
925,2026-04-13T20:12:46.482Z,926,2024-09-06,12,مقبلات,بابا غنوج,60.7,2,0,121.41,القاهرة,Card,Delivery,42598,3,1
926,2026-04-13T20:12:46.482Z,927,2023-07-18,18,مقبلات,بابا غنوج,54.18,1,0,54.18,المنصورة,Cash,Delivery,59635,3,0
927,2026-04-13T20:12:46.482Z,928,2021-10-14,23,محاشي,محشي باذنجان,83.73,6,0.1,452.16,أسيوط,Cash,Delivery,161674,3,0
928,2026-04-13T20:12:46.482Z,929,2023-07-06,20,مشويات,كباب,150.57,2,0,301.14,القاهرة,Wallet,Takeaway,133092,5,0
929,2026-04-13T20:12:46.482Z,930,2023-01-29,14,مشويات,كباب,162.86,3,0,488.59,الإسكندرية,Wallet,Dine-in,8118,3,1
930,2026-04-13T20:12:46.482Z,931,2025-03-06,22,طواجن,طاجن ملوخية,98.86,4,0.1,355.91,القاهرة,Card,Delivery,51073,4,0
931,2026-04-13T20:12:46.482Z,932,2024-09-20,19,مشويات,كباب,136.69,4,0.1,492.08,الجيزة,Card,Dine-in,37471,4,1
932,2026-04-13T20:12:46.482Z,933,2023-10-08,13,محاشي,محشي كوسة,83.84,9,0.1,679.08,الإسكندرية,Card,Delivery,21721,4,1
933,2026-04-13T20:12:46.482Z,934,2020-11-16,23,مقبلات,سلطة بلدي,33.6,3,0,100.79,الإسكندرية,Cash,Delivery,133992,3,0
934,2026-04-13T20:12:46.482Z,935,2020-05-31,21,مقبلات,طحينة,55.58,5,0.1,250.09,القاهرة,Cash,Takeaway,43258,4,1
935,2026-04-13T20:12:46.482Z,936,2024-04-06,19,مشروبات,عصير مانجو,29.12,5,0.1,131.06,طنطا,Card,Dine-in,16465,4,1
936,2026-04-13T20:12:46.482Z,937,2024-03-01,17,محاشي,محشي كوسة,81.66,3,0,244.98,القاهرة,Card,Delivery,69517,4,1
937,2026-04-13T20:12:46.482Z,938,2021-10-16,12,مقبلات,طحينة,30.64,2,0,61.27,القاهرة,Card,Dine-in,130288,4,1
938,2026-04-13T20:12:46.482Z,939,2024-03-26,20,مشروبات,عصير قصب,39.18,2,0,78.36,الإسكندرية,Cash,Dine-in,191482,4,0
939,2026-04-13T20:12:46.482Z,940,2024-08-20,21,مقبلات,طحينة,55.97,5,0.1,251.89,الإسكندرية,Cash,Delivery,82310,4,0
940,2026-04-13T20:12:46.482Z,941,2020-02-17,12,طواجن,طاجن ملوخية,131.76,2,0,263.52,الجيزة,Card,Delivery,38535,4,0
941,2026-04-13T20:12:46.482Z,942,2025-11-27,18,مقبلات,سلطة بلدي,61.44,2,0,122.89,الجيزة,Cash,Dine-in,81985,3,0
942,2026-04-13T20:12:46.483Z,943,2021-03-09,11,مقبلات,طحينة,47.1,2,0,94.2,الإسكندرية,Wallet,Takeaway,86553,4,0
943,2026-04-13T20:12:46.483Z,944,2020-01-23,20,مشروبات,عصير قصب,25.46,2,0,50.92,القاهرة,Cash,Dine-in,135746,4,0
944,2026-04-13T20:12:46.483Z,945,2025-06-05,18,طواجن,طاجن فراخ,128.85,2,0,257.71,القاهرة,Cash,Delivery,96313,4,0
945,2026-04-13T20:12:46.483Z,946,2022-02-11,12,مقبلات,سلطة بلدي,42.66,7,0.1,268.78,القاهرة,Cash,Takeaway,31975,4,1
946,2026-04-13T20:12:46.483Z,947,2021-02-01,23,طواجن,طاجن بامية,122.12,6,0.1,659.47,الجيزة,Card,Takeaway,77679,2,0
947,2026-04-13T20:12:46.483Z,948,2021-12-28,16,محاشي,محشي ورق عنب,81.59,5,0.1,367.15,طنطا,Wallet,Delivery,122343,3,0
948,2026-04-13T20:12:46.483Z,949,2021-06-09,20,محاشي,محشي ورق عنب,75.22,4,0.1,270.81,الجيزة,Cash,Takeaway,81642,4,0
949,2026-04-13T20:12:46.483Z,950,2023-04-07,15,مشويات,شيش طاووق,145.37,5,0.1,654.15,القاهرة,Wallet,Delivery,195099,5,1
950,2026-04-13T20:12:46.483Z,951,2024-01-20,17,محاشي,محشي باذنجان,76.25,3,0,228.75,الجيزة,Cash,Delivery,32150,4,1
951,2026-04-13T20:12:46.483Z,952,2025-12-19,17,محاشي,محشي كوسة,94.36,4,0.1,339.71,الجيزة,Card,Takeaway,186686,3,1
952,2026-04-13T20:12:46.483Z,953,2021-10-26,17,مقبلات,طحينة,25.65,1,0,25.65,المنصورة,Cash,Dine-in,6725,4,0
953,2026-04-13T20:12:46.483Z,954,2025-07-21,19,طواجن,طاجن ملوخية,145.49,3,0,436.47,المنصورة,Cash,Dine-in,163104,3,0
954,2026-04-13T20:12:46.483Z,955,2020-01-11,17,طواجن,طاجن فراخ,121.98,2,0,243.95,الإسكندرية,Card,Delivery,75257,4,1
955,2026-04-13T20:12:46.483Z,956,2023-12-09,20,مشويات,شيش طاووق,161.39,4,0.1,581,القاهرة,Cash,Dine-in,129069,4,1
956,2026-04-13T20:12:46.483Z,957,2020-01-27,11,طواجن,طاجن فراخ,134.72,2,0,269.45,القاهرة,Cash,Delivery,96096,3,0
957,2026-04-13T20:12:46.483Z,958,2020-08-11,12,محاشي,محشي ورق عنب,92.43,2,0,184.85,الجيزة,Cash,Dine-in,12701,3,0
958,2026-04-13T20:12:46.483Z,959,2024-02-08,13,محاشي,محشي باذنجان,98.97,3,0,296.92,المنصورة,Cash,Dine-in,151574,4,0
959,2026-04-13T20:12:46.483Z,960,2023-07-29,13,مشروبات,شاي,38.14,3,0,114.43,القاهرة,Wallet,Dine-in,133829,4,1
960,2026-04-13T20:12:46.483Z,961,2025-01-13,15,مقبلات,طحينة,20.81,4,0.1,74.91,الإسكندرية,Cash,Dine-in,137814,4,0
961,2026-04-13T20:12:46.483Z,962,2021-07-19,20,مقبلات,بابا غنوج,58.21,3,0,174.64,القاهرة,Cash,Delivery,25806,3,0
962,2026-04-13T20:12:46.483Z,963,2021-05-17,21,مشروبات,شاي,35.42,3,0,106.27,القاهرة,Wallet,Takeaway,62432,4,0
963,2026-04-13T20:12:46.483Z,964,2024-06-14,15,مشويات,شيش طاووق,164.69,5,0.1,741.09,أسيوط,Wallet,Delivery,88516,4,1
964,2026-04-13T20:12:46.483Z,965,2022-01-02,13,طواجن,طاجن ملوخية,107.63,5,0.1,484.32,الجيزة,Cash,Takeaway,141370,3,1
965,2026-04-13T20:12:46.483Z,966,2020-07-24,23,مشروبات,عصير مانجو,9.15,5,0.1,41.16,القاهرة,Card,Dine-in,80084,4,1
966,2026-04-13T20:12:46.483Z,967,2021-10-28,18,مشويات,كباب,125.03,1,0,125.03,طنطا,Wallet,Takeaway,118890,4,0
967,2026-04-13T20:12:46.483Z,968,2022-07-14,20,مقبلات,سلطة بلدي,54.95,2,0,109.9,المنصورة,Cash,Takeaway,120941,3,0
968,2026-04-13T20:12:46.483Z,969,2021-01-07,18,طواجن,طاجن بامية,138.09,5,0.1,621.4,القاهرة,Wallet,Dine-in,22704,5,0
969,2026-04-13T20:12:46.483Z,970,2021-12-14,12,محاشي,محشي باذنجان,62.85,3,0,188.54,الجيزة,Cash,Delivery,65067,3,0
970,2026-04-13T20:12:46.483Z,971,2021-11-07,20,طواجن,طاجن بامية,97.09,3,0,291.28,طنطا,Cash,Takeaway,75880,4,1
971,2026-04-13T20:12:46.483Z,972,2021-01-25,23,مشويات,كفتة,154.35,4,0.1,555.67,القاهرة,Cash,Delivery,161831,5,0
972,2026-04-13T20:12:46.483Z,973,2021-10-26,12,مشروبات,عصير مانجو,31.21,1,0,31.21,الإسكندرية,Cash,Dine-in,16908,3,0
973,2026-04-13T20:12:46.483Z,974,2023-11-12,16,محاشي,محشي ورق عنب,68.52,3,0,205.56,المنصورة,Card,Takeaway,188709,3,1
974,2026-04-13T20:12:46.483Z,975,2020-06-01,22,مقبلات,بابا غنوج,59.68,2,0,119.36,الإسكندرية,Cash,Dine-in,189074,4,0
975,2026-04-13T20:12:46.483Z,976,2022-12-10,21,طواجن,طاجن فراخ,108.79,4,0.1,391.63,القاهرة,Card,Takeaway,57115,4,1
976,2026-04-13T20:12:46.483Z,977,2021-06-07,17,طواجن,طاجن ملوخية,149.41,3,0,448.24,القاهرة,Card,Dine-in,122623,4,0
977,2026-04-13T20:12:46.483Z,978,2021-08-31,10,طواجن,طاجن ملوخية,137.84,3,0,413.51,القاهرة,Cash,Dine-in,124867,5,0
978,2026-04-13T20:12:46.483Z,979,2025-11-01,23,محاشي,محشي باذنجان,78.68,6,0.1,424.85,الإسكندرية,Wallet,Dine-in,62971,5,1
979,2026-04-13T20:12:46.483Z,980,2023-09-27,10,محاشي,محشي ورق عنب,73.83,1,0,73.83,القاهرة,Wallet,Dine-in,51123,4,0
980,2026-04-13T20:12:46.483Z,981,2023-02-22,18,طواجن,طاجن ملوخية,156.59,2,0,313.19,الجيزة,Card,Dine-in,69480,4,0
981,2026-04-13T20:12:46.483Z,982,2025-04-11,19,مشويات,كفتة,161.96,4,0.1,583.05,أسيوط,Card,Dine-in,150584,4,1
982,2026-04-13T20:12:46.483Z,983,2025-09-20,19,مشويات,كباب,133.57,3,0,400.71,القاهرة,Wallet,Dine-in,187155,5,1
983,2026-04-13T20:12:46.483Z,984,2022-05-29,14,مقبلات,طحينة,73.18,3,0,219.53,طنطا,Card,Dine-in,40438,3,1
984,2026-04-13T20:12:46.483Z,985,2022-07-27,11,مقبلات,طحينة,39.03,3,0,117.08,الإسكندرية,Cash,Dine-in,62084,5,0
985,2026-04-13T20:12:46.483Z,986,2024-10-25,12,محاشي,محشي باذنجان,106.04,4,0.1,381.75,الإسكندرية,Card,Delivery,38574,4,1
986,2026-04-13T20:12:46.483Z,987,2020-01-14,21,محاشي,محشي كوسة,88.54,3,0,265.61,الإسكندرية,Cash,Delivery,185113,5,0
987,2026-04-13T20:12:46.483Z,988,2023-05-16,17,طواجن,طاجن ملوخية,139.22,1,0,139.22,القاهرة,Wallet,Delivery,147655,4,0
988,2026-04-13T20:12:46.483Z,989,2022-05-09,13,محاشي,محشي ورق عنب,85.43,6,0.1,461.35,الإسكندرية,Cash,Dine-in,133581,3,0
989,2026-04-13T20:12:46.483Z,990,2020-08-01,10,طواجن,طاجن فراخ,129.13,4,0.1,464.85,القاهرة,Wallet,Takeaway,156167,3,1
990,2026-04-13T20:12:46.483Z,991,2021-11-14,18,محاشي,محشي كوسة,47.63,2,0,95.26,الجيزة,Card,Dine-in,136701,3,1
991,2026-04-13T20:12:46.483Z,992,2022-06-26,21,مشويات,شيش طاووق,148.89,3,0,446.68,طنطا,Card,Dine-in,1484,3,1
992,2026-04-13T20:12:46.483Z,993,2021-12-11,21,مشويات,كباب,151.25,4,0.1,544.49,القاهرة,Wallet,Dine-in,54330,4,1
993,2026-04-13T20:12:46.483Z,994,2022-11-17,16,محاشي,محشي ورق عنب,86.29,4,0.1,310.65,طنطا,Cash,Dine-in,160326,3,0
994,2026-04-13T20:12:46.483Z,995,2021-09-16,14,مقبلات,طحينة,61.74,3,0,185.22,القاهرة,Cash,Dine-in,90813,3,0
995,2026-04-13T20:12:46.483Z,996,2020-12-31,22,محاشي,محشي باذنجان,85.23,4,0.1,306.82,القاهرة,Wallet,Dine-in,117335,3,0
996,2026-04-13T20:12:46.483Z,997,2020-08-12,16,مشروبات,عصير مانجو,4.39,2,0,8.77,الإسكندرية,Card,Takeaway,49659,4,0
997,2026-04-13T20:12:46.483Z,998,2020-05-12,21,مقبلات,طحينة,31.81,7,0.1,200.42,أسيوط,Wallet,Delivery,130564,2,0
998,2026-04-13T20:12:46.483Z,999,2023-01-22,10,محاشي,محشي ورق عنب,69.83,3,0,209.5,الإسكندرية,Cash,Dine-in,118513,3,1
999,2026-04-13T20:12:46.483Z,1000,2021-12-14,17,محاشي,محشي باذنجان,67.11,1,0,67.11,المنصورة,Card,Delivery,164255,4,0
